name,city,district,subdistrict,address,lat,lon,phone,Sunday,Monday,Tuesday,Wednesady,Thursday,Friday,Saturday,notes,owner
אחיטוב,אחיטוב,מרכז,השרון,ד.נ חפר,32.387701,34.990826,04-6258153,סגור,9:30-15:00,סגור,15:00-16:30,סגור,סגור,סגור,,קופת חולים כללית
איבטין,איבטין,חיפה,חיפה,איבטין,32.761542,35.111591,04-8870530,סגור,9:00-14:00,9:00-15:00,8:00-13:00,9:00-14:00,סגור,סגור,,קופת חולים כללית
אייל,אייל,מרכז,פתח תקווה,ד.נ שרון תיכון,32.210711,34.978259,09-7639100,10:30-14:00,16:00-19:30,10:00-14:00,13:00-14:00,10:30-13:30,סגור,סגור,,קופת חולים כללית
איילת השחר,איילת השחר,צפון,צפת,ד.נ גליל עליון,33.021115,35.576732,04-6923222,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
אילון,אילון,צפון,עכו,ד.נ גליל מערבי,33.062526,35.219162,04-9858222,8:30-10:30,סגור,8:00-10:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
חבל אילות,אילות,דרום,באר שבע,ד.נ חבל אילות 88820,29.580548,34.963023,08-6355885,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
אילניה,אילניה,צפון,כנרת,ד.נ גליל תחתון,32.753908,35.408188,04-6766110,16:00-18:00,סגור,16:00-18:00,8:30-10:00,סגור,סגור,סגור,,קופת חולים כללית
הדקל,אילת,דרום,באר שבע,"ברנע, מרכז הדקל",29.561948,34.947069,08-6341071,8:00-16:00,8:00-20:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
צאלים,אילת,דרום,באר שבע,שכ' צאלים,29.560463,34.935878,08-6318353,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,סגור,סגור,,משרד הבריאות
שחמון,אילת,דרום,באר שבע,אילת,29.509288,34.921023,08-6317236,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,סגור,סגור,,משרד הבריאות
אכסאל א',אכסאל,צפון,יזרעאל,אכסאל,32.679391,35.322258,04-6561450,8:00-14:00,8:00-14:00,8:00-20:00,8:00-14:00,8:00-14:00,8:00-13:00,סגור,,משרד הבריאות
אכסאל ב',אכסאל,צפון,יזרעאל,אכסאל,32.679391,35.322258,04-6461760,8:00-14:00,8:00-14:00,8:00-14:00,8:00-20:00,8:00-14:00,8:00-14:00,סגור,,משרד הבריאות
אל אטרש,אל אטרש,דרום,באר שבע,אל אטרש,31.264161,34.948716,054-9191684,8:30-14:00,8:30-14:00,8:30-14:00,8:30-14:00,8:30-14:00,סגור,סגור,,משרד הבריאות
אלומה,אלומה,אשקלון,אשקלון,ד.נ שדה גת,31.652041,34.742872,08-6887813,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
אלומות,אלומות,צפון,כנרת,ד.נ גליל תחתון,32.706628,35.546088,04-6750802,סגור,סגור,סגור,סגור,סגור,8:00-10:00,סגור,,קופת חולים כללית
אלון הגליל,אלון הגליל,צפון,יזרעאל,אלון הגליל,32.759557,35.219545,04-9861614,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
אלון מורה,אלון מורה,מרכז,פתח תקווה,אילון מורה,32.229383,35.331646,02-9973779,10:00-13:00,סגור,8:30-13:00,8:30-13:00,10:00-13:00,סגור,סגור,,קופת חולים כללית
אלון שבות,אלון שבות,ירושלים,ירושלים,"מגיני הגוש, אלון שבות",31.654871,35.125256,02-9939775,סגור,7:00-19:00,8:30-18:00,8:00-13:00,7:30-15:30,סגור,סגור,,קופת חולים מאוחדת
אלון שבות,אלון שבות,ירושלים,ירושלים,מרכז מסחרי אלון שבות,31.654871,35.125256,02-9931467,7:30-12:30,8:00-13:30 16:00-19:00,סגור,8:00-13:30,סגור,סגור,סגור,,קופת חולים כללית
אלוני הבשן,אלוני הבשן,צפון,כנרת,ד.נ רמת הגולן,33.044087,35.838507,04-6960012,9:30-10:30,8:00-9:00,סגור,15:30-16:30,סגור,סגור,סגור,,קופת חולים כללית
אלונים,אלונים,צפון,יזרעאל,דואר אלונים,32.721459,35.143399,04-9838111,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
אליכין,אליכין,מרכז,השרון,שלום שבזי 26,32.4076009,34.92507,04-6365831,סגור,11:00-15:30,7:00-12:00,7:30-13:30,13:00-18:30,סגור,סגור,,קופת חולים כללית
אלמוג,אלמוג,ירושלים,ירושלים,ד.נ. ערבות הירדן,31.790034,35.461968,02-9945222,סגור,סגור,סגור,8:00-11:00,14:30-15:30,סגור,סגור,,קופת חולים כללית
אלעד א',אלעד,מרכז,פתח תקווה,שמאי 4,32.0507833,34.9498062,03-9087880,8:00-20:00,8:00-20:00,8:00-16:00,8:00-20:00,8:00-16:00,8:00-13:00,סגור,,משרד הבריאות
אלעד ב',אלעד,מרכז,פתח תקווה,רבי מאיר 11,32.04953,34.95075,03-9320759,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,ביום ה' 22/8 שירות יינתן בתחנה אלעד א' עד שעה 20:00,משרד הבריאות
אלפי מנשה,אלפי מנשה,מרכז,השרון,מ. מסחרי לב הישוב,32.170631,35.014858,09-7949200,8:00-12:00  16:00-18:30,8:00-12:00  16:00-18:30,8:00-12:00  16:00-18:30,8:00-12:00  16:00-18:30,8:00-12:00  16:00-18:30,סגור,סגור,,מכבי שרותי בריאות
אלפי מנשה,אלפי מנשה,מרכז,השרון,גלבוע 118,32.1707223,35.0140438,"09-7925227 ,09-7925227",7:00-15:00,7:00-15:00,10:30-13:00 16:00-19:00,7:00-15:00,10:30-12:00,7:00-12:00,סגור,,קופת חולים כללית
אלקוש,אלקוש,צפון,עכו,ד.נ מעלה הגליל,33.034294,35.326348,04-9870449,סגור,9:00-12:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
אלקנה,אלקנה,מרכז,פתח תקווה,מרכז מסחרי אלקנה,32.110566,35.032054,"03-9077400 ,03-9077400",8:00-13:00  16:00-20:00,8:00-13:00,סגור,8:00-13:00,סגור,8:00-12:00,סגור,,קופת חולים כללית
אמציה,אמציה,דרום,באר שבע,ד.נ לכיש,31.531176,34.914463,,סגור,8:00-13:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים לאומית
אפק,אפק,צפון,עכו,ד.נ אפק,32.838316,35.12778,04-8784088,סגור,יחוסנו באושה,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
אפרת,אפרת,ירושלים,ירושלים,שד' דוד המלך אפרת,31.653589,35.149934,02-5619888,15:00-18:00,8:00-16:00,8:00-15:00,8:00-18:30,8:00-19:00,סגור,סגור,,קופת חולים מאוחדת
אפרת,אפרת,ירושלים,ירושלים,ת.ד 1041,31.653589,35.149934,02-9932140,8:00-14:00,סגור,9:00-12:00 16:00-18:30,9:00-12:00 16:00-18:30,8:00-13:00,8:00-13:00,סגור,,מכבי שרותי בריאות
אפרת,אפרת,ירושלים,ירושלים,רח' התאנה אפרת,31.653589,35.149934,"02-9931955 ,02-9937555",8:00-13:00,8:00-13:00,8:00-13:00 14:00-19:00,8:00-13:00,8:00-13:00,8:00-12:00,סגור,,קופת חולים כללית
ארבל,ארבל,צפון,כנרת,ד.נ גליל תחתון,32.812247,35.486453,04-6793879,סגור,סגור,סגור,סגור,11:00-14:30,סגור,סגור,,קופת חולים כללית
ארז,ארז,אשקלון,אשקלון,ד.נ חוף אשקלון,31.55984,34.564889,08-6801222,סגור,סגור,17:00-19:00,10:00-12:00,סגור,סגור,סגור,,קופת חולים כללית
אריאל,אריאל,מרכז,השרון,הערבה 1,32.1047166,35.1872407,03-9065050,8:00-12:00  16:00-18:30,8:00-12:00  16:00-18:30,8:00-12:00  16:00-18:30,8:00-12:00  16:00-18:30,8:00-12:00  16:00-18:30,סגור,סגור,,מכבי שרותי בריאות
אריאל,אריאל,מרכז,השרון,אורי בר און,32.104637,35.174514,"03-9065200 ,03-9065200",8:00-12:30  16:00-19:00,8:00-13:00,8:00-12:30  16:00-19:00,8:00-12:30,8:00-12:30,סגור,סגור,,קופת חולים כללית
אשדוד א',אשדוד,אשקלון,אשקלון,רח' שבי ציון 14,31.804381,34.655314,08-8523739,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
אשדוד ד',אשדוד,אשקלון,אשקלון,רח' השייטים 14,31.804381,34.655314,08-8551181,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
אשדוד ה',אשדוד,אשקלון,אשקלון,רח' נאות ספיר 13,31.804381,34.655314,08-8552544,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
אשדוד ו',אשדוד,אשקלון,אשקלון,רח' חיים חורי 5,31.804381,34.655314,08-8553707,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
אשדוד ז',אשדוד,אשקלון,אשקלון,רח' שמאי 5,31.804381,34.655314,08-8671894,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
אשדוד ח',אשדוד,אשקלון,אשקלון,רח' מבוא העירית 3,31.804381,34.655314,08-8551113,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
אשדוד יא',אשדוד,אשקלון,אשקלון,רח' כנרת 29,31.804381,34.655314,08-8558524,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
אשדוד יג',אשדוד,אשקלון,אשקלון,רח' שלמה המלך 25,31.804381,34.655314,08-8643326,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
אשדוד ב',אשדוד,אשקלון,אשקלון,רח' סטרומה 14,31.804381,34.655314,08-8523707,סגור,סגור,סגור,סגור,סגור,סגור,סגור,בשיפוצים מקבלים בתחנה א',משרד הבריאות
אשדוד ג',אשדוד,אשקלון,אשקלון,רח' חטיבת הנגב 2,31.804381,34.655314,08-8522823,סגור,סגור,סגור,סגור,סגור,סגור,סגור,בשיפוצים מקבלים בתחנה ז',משרד הבריאות
ברנע,אשקלון,אשקלון,אשקלון,רח' קרייתי 9,31.665945,34.559464,08-6717770,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
נווה דקלים,אשקלון,אשקלון,אשקלון,רח' אקסודוס 12,31.665945,34.559464,08-6780176,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-12:00,סגור,,משרד הבריאות
שמשון,אשקלון,אשקלון,אשקלון,רח' ההסתדרות 10,31.665945,34.559464,08-6766074,סגור,סגור,סגור,סגור,סגור,סגור,סגור,סגורה השירות מתחלק לנווה דקלים וברנע.,משרד הבריאות
אשקלון-נאות אשקלון,אשקלון,אשקלון,אשקלון,יהדות בריטניה,31.662745,34.576964,08-6796222,9:00-13:00  16:00-19:00,9:00-13:00,9:00-13:00  16:00-19:00,9:00-13:00,9:00-13:00,סגור,סגור,,קופת חולים כללית
אשקלון -דרום,אשקלון,אשקלון,אשקלון,אסף הרופא,31.655709,34.583385,"08-6798222 ,08-6798222",16:00-19:00,9:00-12:30,9:00-12:30,9:00-12:00 לסירוגין,9:00-12:00,סגור,סגור,,קופת חולים כללית
אשקלון -העיר צפון,אשקלון,אשקלון,אשקלון,הנחל קניון חוצות,31.665945,34.559464,08-6770711,9:00-12:30  16:00-18:00,סגור,9:00-10:30,סגור,סגור,סגור,סגור,,קופת חולים כללית
אשקלון -מרכז הילד,אשקלון,אשקלון,אשקלון,הסתדרות,31.657719,34.560505,"08-6830222 ,08-6830228",8:00-13:00  16:00-19:00,8:00-16:00,8:00-13:00  16:00-19:00,8:00-13:00,8:00-16:00,סגור,סגור,,קופת חולים כללית
מרכז בריאות טל,באר טוביה,אשקלון,אשקלון,דואר באר טוביה,31.737127,34.72557,08-8581008,8:00-13:00,8:00-13:00,8:00-13:00,8:00-13:00,סגור,סגור,סגור,,קופת חולים כללית
באר יעקב,באר יעקב,מרכז,רמלה,יהודה 6,31.9441276,34.8373161,08-9282168,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-20:00,8:00-13:00,סגור,ניר צבי נצר סרני,משרד הבריאות
תחנה ג',באר שבע,דרום,באר שבע,וינגייט 8,31.256477,34.8095024,08- 6233875,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
תחנה ו',באר שבע,דרום,באר שבע,הוברמן 7,31.2534438,34.7904054,08-6433511,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
"תחנה י""ד",באר שבע,דרום,באר שבע,סנהדרין 113,31.2689761,34.7878402,08-6413897,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
טבנקין,באר שבע,דרום,באר שבע,טבנקין,31.255057,34.773988,08-6411166,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
יונתן,באר שבע,דרום,באר שבע,"רד""ק 21",31.2563399,34.7725246,08-6419677,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
רמות,באר שבע,דרום,באר שבע,רוברטו ברני 5,31.2705406,34.8085068,08-6481257,8:00-16:00,8:00-20:00,8:00-16:00,8:00-16:00,8:00-20:00,סגור,סגור,,משרד הבריאות
נחל בקע,באר שבע,דרום,באר שבע,גיבתון – מקלט 10,31.252973,34.791462,08-6279768,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
אבורביע,באר שבע,דרום,באר שבע,ש.בני עין חרוד,31.238146,34.791533,08-6233853,8:00-20:00,8:00-16:00,8:00-16:00,8:00-20:00,8:00-16:00,סגור,סגור,,משרד הבריאות
נווה זאב,באר שבע,דרום,באר שבע,יוהנה ז'בוטינסקי,31.239795,34.775267,08-9113228,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
בארותיים,בארותיים,מרכז,השרון,ד.נ לב השרון,32.321039,34.98343,09-8986366,סגור,15:00-19:30,סגור,7:30-13:00,סגור,סגור,סגור,,קופת חולים כללית
בארי,בארי,דרום,באר שבע,ד.נ. הנגב 85135,41.1171432,16.8718715,08-9949444,10:00-14:00,סגור,10:00-14:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
בוסתן הגליל,בוסתן הגליל,צפון,עכו,ד.נ אושרת,32.948636,35.080688,04-9819411,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
בועיינה,בועיינה,צפון,כנרת,בועיינה,32.804166,35.363107,04-6730380,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-19:00,8:00-13:00,סגור,,משרד הבריאות
בוקעתה,בוקעתה,צפון,צפת,בוקעתה,33.204585,35.772288,04-6981183,סגור,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
ביצרון,ביצרון,אשקלון,אשקלון,מושב ביצרון,31.795406,34.72911,08-8573095,סגור,7:30-14:30,9:00-13:00,סגור,סגור,סגור,סגור,,קופת חולים כללית
ביר אל מקסור מקמן,ביר אל-מכסור,צפון,עכו,ביר אל מקסור,32.772294,35.214565,04-9502842,8:00-16:00,סגור,סגור,8:00-16:00,88:00-16:00,סגור,סגור,,משרד הבריאות
ביר אל מקסור,ביר אל-מכסור,צפון,עכו,ביר אל מקסור,32.772294,35.214565,04-9866202,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,סגור,סגור,,משרד הבריאות
בית אל,בית אל,מרכז,רמלה,"דרך החלוצים,פינת כנפי נשרים",31.936285,35.221508,02-9975318,10:00-13:00,8:00-13:00,10:00-16:00,8:00-15:00,10:00-13:00,סגור,סגור,,קופת חולים כללית
בית אלפא,בית אלפא,צפון,יזרעאל,מרכז קליטה,32.516357,35.430499,04-6070212,8:00-14:00,סגור,8:00-14:00,סגור,8:00-14:00,8:00-13:00,סגור,,משרד הבריאות
בית אלפא,בית אלפא,צפון,יזרעאל,ד.נ גלבוע,32.516357,35.430499,04-6533900,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
בית גוברין,בית גוברין,אשקלון,אשקלון,ד.נ לכיש דרום,31.61288,34.895568,"08-6874219 ,08-6874219",סגור,10:00-12:00,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
בית דגן,בית דגן,מרכז,רמלה,בגין 25,32.002902,34.8325189,09-9600854,8:00-16:00,8:00-16:00,8:00-20:00,8:00-16:00,8:00-16:00,8:00-13:00,סגור,משמר השבעה גנות חמד,משרד הבריאות
בית העמק,בית העמק,צפון,עכו,מעלה הגליל,32.970683,35.144845,"04-9960666 ,04-9960666",סגור,יחוסנו בנהריה עמידר,סגור,10:00-12:00,סגור,10:00-12:00,סגור,,קופת חולים כללית
בית השיטה,בית השיטה,צפון,יזרעאל,דואר בית השיטה,32.550874,35.439351,04-6536788,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
בית זית,בית זית,ירושלים,ירושלים,ד.נ. הרי יהודה 90815,31.783058,35.161117,"02-5346616 ,02-5346616",8:00-13:00,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
בית יוסף ירדנה,בית יוסף ירדנה,צפון,יזרעאל,,32.558698,35.552773,04-6588996,סגור,סגור,סגור,סגור,סגור,סגור,סגור,,קופת חולים כללית
בית ניר,בית ניר,אשקלון,אשקלון,שד.נ שדה גת,31.647627,34.873107,08-6874316,סגור,סגור,16:00-18:00,סגור,סגור,7:30-11:00,סגור,,קופת חולים כללית
